Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,age_group,amount_per_month,plane,penalty,score
27,1,2,3,1,-1,3609,48,business,2,75.1875,2,270.0,557
31,2,3,3,1,-1,2406,9,furniture/equipment,2,267.3333333333333,2,2116.754658385094,404
29,1,3,3,1,-1,1412,12,business,2,117.66666666666667,2,240.0,568
23,1,1,3,2,2,836,12,car,1,69.66666666666667,1,75.0559242236993,799
64,2,1,1,1,1,2384,24,radio/TV,4,99.33333333333333,1,1687.1971023689673,407
45,2,3,3,-1,-1,3527,12,car,3,293.9166666666667,4,11357.351432194708,337
36,2,3,2,1,1,5302,18,car,2,294.55555555555554,1,1451.7106625258805,432
21,1,2,3,2,-1,10144,60,radio/TV,1,169.06666666666666,2,240.4320851515294,568
24,1,2,3,1,2,1237,8,furniture/equipment,1,154.625,1,90.15257879313836,719
42,2,1,3,1,-1,1455,4,car,3,363.75,2,9838.603080413968,348
28,2,1,3,1,1,654,9,car,2,72.66666666666667,1,90.0,780
32,2,2,3,1,1,4583,30,furniture/equipment,2,152.76666666666668,1,90.0,780
20,2,3,1,1,1,1107,12,radio/TV,1,92.25,1,105.06724823759782,709
39,2,3,1,1,1,3345,24,furniture/equipment,2,139.375,1,105.0,710
49,1,2,3,1,1,428,6,furniture/equipment,3,71.33333333333333,1,105.05662796377479,709
35,2,2,3,1,2,2576,7,radio/TV,2,368.0,1,2538.377329192547,401
22,1,2,3,1,2,5951,48,radio/TV,1,123.97916666666667,1,90.09398636285859,719
28,1,2,1,2,2,2631,15,car,2,175.4,1,105.0,710
36,1,1,3,3,-1,1572,21,business,2,74.85714285714286,2,210.0,580
28,1,2,3,2,2,2278,18,car,2,126.55555555555556,1,75.0,800
37,2,2,3,1,3,1225,10,domestic appliances,2,122.5,1,60.0,820
55,1,0,2,1,1,1190,18,repairs,4,66.11111111111111,1,2170.3918257820555,404
26,2,1,3,2,-1,4272,30,business,2,142.4,2,210.0,580
50,2,2,2,1,2,6224,48,education,3,129.66666666666666,1,90.10119879915713,719
32,2,2,3,1,-1,1530,18,car,2,85.0,2,240.0,568
48,2,1,3,1,2,1743,24,radio/TV,3,72.625,1,75.05718566430119,799
30,2,3,3,2,1,2249,18,car,2,124.94444444444444,1,60.0,820
47,2,2,3,1,2,2353,21,car,3,112.04761904761905,1,75.08176173554027,799
46,2,1,1,-1,-1,730,7,radio/TV,3,104.28571428571429,4,720.3015328627871,486
29,2,2,3,1,2,1103,12,radio/TV,2,91.91666666666667,1,75.0,800
24,2,2,3,1,3,5848,36,radio/TV,1,162.44444444444446,1,60.1814379397662,819
33,2,2,3,1,2,1245,18,radio/TV,2,69.16666666666667,1,75.0,800
50,2,3,2,1,1,7476,48,education,3,155.75,1,90.15615224285561,719
50,2,2,3,1,-1,1574,12,furniture/equipment,3,131.16666666666666,2,240.20657850337813,568
50,1,2,2,2,2,2671,36,radio/TV,3,74.19444444444444,1,90.05787826184275,719
35,2,3,3,1,-1,7253,33,car,2,219.78787878787878,2,690.3910220214582,488
35,2,2,2,-1,-1,8858,48,car,2,184.54166666666666,4,660.0,490
47,2,2,3,1,-1,3422,18,furniture/equipment,3,190.11111111111111,2,241.0963304822924,568
51,2,2,2,1,3,2892,24,furniture/equipment,3,120.5,1,75.09005996547046,799
45,2,3,3,2,-1,8588,39,car,3,220.2051282051282,2,1166.7291135122955,453
33,1,1,3,-1,2,3195,9,car,2,355.0,3,7165.131987577642,367
54,1,0,3,1,-1,672,6,car,3,112.0,2,240.16343862899006,568
30,2,2,3,-1,2,2028,12,car,2,169.0,3,315.0,540
20,1,2,1,1,1,2039,18,furniture/equipment,1,113.27777777777777,1,135.08287308441857,689
66,2,3,2,1,1,1526,12,car,4,127.16666666666667,1,1239.905743600384,447
44,2,2,2,4,-1,10127,48,car,3,210.97916666666666,2,614.331466887356,494
24,1,1,3,1,1,1228,12,car,1,102.33333333333333,1,105.07393243354997,709
38,2,3,3,3,-1,5711,36,car,2,158.63888888888889,2,150.0,680
25,1,2,3,1,1,3509,18,radio/TV,2,194.94444444444446,1,105.0,710
55,2,3,2,1,2,9283,42,car,4,221.02380952380952,1,854.6702724198773,476
27,2,2,3,-1,2,3711,36,education,2,103.08333333333333,3,315.0,540
35,2,2,3,-1,2,2728,15,radio/TV,2,181.86666666666667,3,315.0,540
60,2,2,2,1,-1,2032,24,car,4,84.66666666666667,2,3844.252758104358,391
36,2,2,3,-1,-1,6742,30,radio/TV,2,224.73333333333332,4,1857.5093167701884,406
65,2,0,3,1,1,3394,42,repairs,4,80.80952380952381,1,1919.9677238489448,405
43,2,1,3,1,1,1344,12,car,3,112.0,1,90.08171931449503,719
35,2,2,3,1,1,691,12,car,2,57.583333333333336,1,90.0,780
49,2,2,3,1,1,1038,10,car,3,103.8,1,90.075016994885,719
27,2,1,3,1,1,1168,12,car,2,97.33333333333333,1,90.0,780
28,2,2,3,2,3,1323,6,car,2,220.5,1,295.87732919254734,547
67,2,2,3,-1,1,1169,6,radio/TV,4,194.83333333333334,3,782.2531549526218,481
28,2,2,3,1,2,1068,6,radio/TV,2,178.0,1,75.0,800
46,2,2,2,1,1,6331,48,car,3,131.89583333333334,1,105.10433695430599,709
30,2,2,2,4,1,3349,24,furniture/equipment,2,139.54166666666666,1,60.0,820
37,2,2,3,2,2,3878,24,car,2,161.58333333333334,1,60.0,820
27,2,3,2,1,1,1422,9,car,2,158.0,1,90.0,780
36,2,2,3,1,2,884,18,car,2,49.111111111111114,1,75.0,800
27,2,1,3,1,-1,937,24,education,2,39.041666666666664,2,240.0,568
35,2,2,1,1,2,1919,9,furniture/equipment,2,213.22222222222223,1,246.71066252588076,566
23,1,2,3,4,1,4281,33,furniture/equipment,1,129.72727272727272,1,60.101281620259854,819
26,2,2,3,2,-1,1311,24,radio/TV,2,54.625,2,210.0,580
26,1,2,3,1,2,9960,48,furniture/equipment,2,207.5,1,145.87732919254734,682
44,2,2,3,1,1,1478,15,furniture/equipment,3,98.53333333333333,1,90.07126304649574,719
36,2,2,3,4,3,2360,15,car,2,157.33333333333334,1,15.0,880
27,1,2,1,2,2,951,12,furniture/equipment,2,79.25,1,105.0,710
39,2,1,3,1,-1,7228,11,car,2,657.0909090909091,2,13839.481931112368,318
31,1,1,3,1,-1,1736,12,furniture/equipment,2,144.66666666666666,2,270.0,557
39,2,1,3,2,2,1037,12,business,2,86.41666666666667,1,60.0,820
25,1,2,3,-1,-1,2394,36,radio/TV,2,66.5,4,660.0,490
29,1,2,1,3,2,7758,24,car,2,323.25,1,1882.1273291925472,406
36,2,2,3,1,2,3915,27,business,2,145.0,1,75.0,800
61,2,2,3,3,2,1512,15,repairs,4,100.8,1,1590.2052824432449,421
24,1,2,1,3,2,433,6,education,1,72.16666666666667,1,90.05698651757157,719
26,2,2,3,1,2,1201,24,car,2,50.041666666666664,1,75.0,800
24,2,2,3,2,2,5595,72,radio/TV,1,77.70833333333333,1,60.05949146956631,819
25,2,2,1,4,2,3213,18,radio/TV,2,178.5,1,60.0,820
32,1,1,3,2,1,1282,24,radio/TV,2,53.416666666666664,1,90.0,780
41,2,2,3,1,3,2116,6,furniture/equipment,3,352.6666666666667,1,4526.80502995907,386
25,2,2,1,2,2,1264,15,car,2,84.26666666666667,1,90.0,780
29,2,3,3,1,2,11328,24,vacation/others,2,472.0,1,4083.377329192547,390
33,2,2,3,1,-1,3029,15,car,2,201.93333333333334,2,240.0,568
30,1,2,3,1,-1,1055,18,car,2,58.611111111111114,2,270.0,557
30,1,2,3,4,2,8358,48,car,2,174.125,1,45.0,840
30,2,3,1,1,2,2063,6,radio/TV,2,343.8333333333333,1,2190.877329192547,404
30,2,2,3,1,2,639,12,repairs,2,53.25,1,75.0,800
20,2,2,1,-1,3,3617,24,furniture/equipment,1,150.70833333333334,3,360.4239585812412,513
53,1,2,3,1,1,795,12,education,3,66.25,1,105.05453487971693,709
40,2,3,3,1,2,4297,18,furniture/equipment,3,238.72222222222223,1,1108.6358895180829,457
39,2,2,3,1,1,2522,30,radio/TV,2,84.06666666666666,1,90.0,780
38,2,2,3,1,-1,5954,30,radio/TV,2,198.46666666666667,2,240.0,568
24,1,2,3,1,-1,2788,15,furniture/equipment,1,185.86666666666667,2,270.83695421624003,556
24,1,2,2,1,2,5743,24,education,1,239.29166666666666,1,1170.7157840936163,452
42,2,2,3,1,-1,3331,12,furniture/equipment,3,277.5833333333333,2,4668.712536101464,385
25,2,2,3,-1,2,1484,12,radio/TV,2,123.66666666666667,3,315.0,540
63,2,3,2,-1,-1,13756,60,car,4,229.26666666666668,4,5197.928290826251,382
36,2,2,3,1,2,2337,36,radio/TV,2,64.91666666666667,1,75.0,800
35,2,2,3,2,-1,2753,9,radio/TV,2,305.8888888888889,2,3273.4213250517623,396
74,2,3,3,1,-1,4526,24,business,4,188.58333333333334,2,673.6105555298003,489
33,2,2,3,2,1,2359,24,furniture/equipment,2,98.29166666666667,1,75.0,800
43,2,2,2,1,1,1333,24,car,3,55.541666666666664,1,105.05059538470874,709
27,2,2,3,3,-1,5804,24,car,2,241.83333333333334,2,1321.754658385095,441
29,1,2,3,1,3,683,6,radio/TV,2,113.83333333333333,1,75.0,800
26,1,3,3,1,-1,10974,36,furniture/equipment,2,304.8333333333333,2,3271.754658385094,396
30,2,3,3,2,2,1919,30,radio/TV,2,63.96666666666667,1,45.0,840
27,2,2,3,1,1,4020,24,furniture/equipment,2,167.5,1,90.0,780
45,2,2,3,1,1,2303,24,car,3,95.95833333333333,1,90.06956113318637,719
52,1,1,3,2,-1,362,6,car,3,60.333333333333336,2,240.10457096835808,568
24,1,1,1,2,-1,11590,48,car,1,241.45833333333334,2,2561.407299035651,401
65,2,2,3,1,1,571,21,car,4,27.19047619047619,1,2739.10529797887,400
26,2,2,1,1,3,2687,15,business,2,179.13333333333333,1,90.0,780
42,1,3,2,1,2,8318,27,business,3,308.0740740740741,1,3219.0487874439577,396
46,2,3,3,-1,-1,2476,21,car,3,117.9047619047619,4,540.3493531385186,499
37,2,2,3,1,2,802,15,radio/TV,2,53.46666666666667,1,75.0,800
74,2,0,3,1,3,1299,6,car,4,216.5,1,622.3182938931344,493
47,2,1,3,1,1,731,8,car,3,91.375,1,90.0667247504856,719
21,1,2,1,2,2,3441,30,furniture/equipment,1,114.7,1,105.08419620290674,709
34,2,2,3,1,-1,2320,18,radio/TV,2,128.88888888888889,2,240.0,568
45,2,1,3,1,1,4006,28,car,3,143.07142857142858,1,90.12354314982733,719
19,1,1,1,3,2,983,12,furniture/equipment,1,81.91666666666667,1,90.06154592048247,719
74,2,1,3,1,-1,3448,5,business,4,689.6,2,16435.34008902744,300
25,1,1,3,1,2,1355,24,car,2,56.458333333333336,1,90.0,780
24,2,1,3,-1,1,3763,21,car,1,179.1904761904762,3,360.9148374414254,513
45,2,3,3,1,-1,6761,6,car,3,1126.8333333333333,2,16435.34008902744,300
40,2,3,3,2,-1,4623,15,education,3,308.2,2,6445.652957027026,372
54,2,2,3,1,1,3051,48,domestic appliances,3,63.5625,1,90.05348961707824,719
47,2,2,3,1,-1,1393,12,education,3,116.08333333333333,2,240.17104862415465,568
50,2,2,3,-1,-1,2390,12,car,3,199.16666666666666,4,606.4352751283568,494
23,1,2,3,2,-1,3488,24,car,1,145.33333333333334,2,240.25664808866088,568
23,2,2,1,1,1,4110,24,furniture/equipment,1,171.25,1,120.23053848418584,699
22,2,2,2,1,1,3973,14,car,1,283.7857142857143,1,2505.4198205601506,401
34,2,1,3,2,-1,1743,6,business,2,290.5,2,2811.7546583850944,399
21,2,1,3,1,1,1289,12,furniture/equipment,1,107.41666666666667,1,90.07783250183365,719
49,2,2,2,-1,1,2964,24,car,3,123.5,3,405.2802761842504,509
40,2,2,3,1,-1,1585,24,furniture/equipment,3,66.04166666666667,2,240.10890478634906,568
25,1,2,1,-1,-1,1283,22,car,2,58.31818181818182,4,780.0,482
25,1,2,1,1,2,1295,12,car,2,107.91666666666667,1,120.0,700
36,2,3,2,-1,2,12169,48,car,2,253.52083333333334,3,2553.5694875776426,401
37,2,1,3,1,2,2118,9,radio/TV,2,235.33333333333334,1,548.3773291925474,499
64,1,2,3,2,-1,1409,13,radio/TV,4,108.38461538461539,2,3102.9647323313297,397
29,1,1,1,4,-1,1123,12,furniture/equipment,2,93.58333333333333,2,240.0,568
23,2,2,3,1,2,882,13,radio/TV,1,67.84615384615384,1,75.0551752428045,799
26,1,0,3,1,3,609,12,business,2,50.75,1,60.0,820
32,2,2,1,4,-1,3062,24,furniture/equipment,2,127.58333333333333,2,210.0,580
32,1,1,3,2,2,931,6,car,2,155.16666666666666,1,75.0,800
24,2,2,3,4,-1,2080,6,car,1,346.6666666666667,2,8723.614290001964,356
40,2,0,3,1,2,3590,18,business,3,199.44444444444446,1,61.70944773601305,817
57,2,3,2,1,2,14318,36,car,4,397.72222222222223,1,8802.941341618796,355
29,1,2,3,-1,1,915,24,car,2,38.125,3,405.0,509
35,2,2,3,-1,-1,1979,15,radio/TV,2,131.93333333333334,4,600.0,495
60,2,3,3,-1,2,6468,20,car,4,323.4,3,16420.90055783984,300
46,2,2,3,3,-1,1149,18,radio/TV,3,63.833333333333336,2,180.107186269247,591
34,2,2,3,2,2,2622,18,business,2,145.66666666666666,1,60.0,820
38,2,3,3,-1,-1,3229,18,car,2,179.38888888888889,4,540.0,499
34,1,3,3,1,2,2064,24,furniture/equipment,2,86.0,1,75.0,800
27,2,2,3,1,1,1657,12,furniture/equipment,2,138.08333333333334,1,90.0,780
23,2,2,3,-1,2,1444,15,radio/TV,1,96.26666666666667,3,315.2092818774612,516
50,2,2,3,-1,2,1537,15,radio/TV,3,102.46666666666667,3,315.2220891974574,516
31,1,3,3,4,-1,2782,21,car,2,132.47619047619048,2,150.0,680
26,2,2,3,1,1,4788,48,car,2,99.75,1,90.0,780
24,1,2,1,1,-1,1554,6,radio/TV,1,259.0,2,3643.7809098611274,393
75,1,3,3,-1,1,1374,6,car,4,229.0,3,3772.5205176462105,392
49,2,1,3,-1,3,1445,18,radio/TV,3,80.27777777777777,3,270.18218757540933,557
24,2,2,3,1,1,9629,36,car,1,267.47222222222223,1,2001.0390620485966,405
31,2,2,3,2,-1,5742,36,business,2,159.5,2,210.0,580
27,1,2,1,-1,2,1924,18,furniture/equipment,2,106.88888888888889,3,450.0,506
43,2,3,3,1,1,2442,27,business,3,90.44444444444444,1,75.0661768951872,799
24,1,2,3,-1,-1,874,15,domestic appliances,1,58.266666666666666,4,660.2061715442994,490
41,2,2,3,-1,-1,3160,21,radio/TV,3,150.47619047619048,4,600.5628164676738,495
26,2,2,3,1,-1,1934,12,radio/TV,2,161.16666666666666,2,240.0,568
25,2,1,3,1,1,1138,9,radio/TV,2,126.44444444444444,1,90.0,780
38,1,2,3,-1,-1,1240,12,radio/TV,2,103.33333333333333,4,660.0,490
27,1,2,3,1,2,1295,18,furniture/equipment,2,71.94444444444444,1,90.0,780
29,2,1,3,-1,2,2333,24,furniture/equipment,2,97.20833333333333,3,315.0,540
28,1,2,1,1,1,1403,15,car,2,93.53333333333333,1,135.0,690
30,2,3,3,1,1,3959,36,furniture/equipment,2,109.97222222222223,1,75.0,800
27,2,1,3,-1,-1,1309,10,car,2,130.9,4,600.0,495
31,2,2,3,-1,1,6350,30,furniture/equipment,2,211.66666666666666,3,715.1319875776416,486
26,2,2,3,1,1,1345,18,radio/TV,2,74.72222222222223,1,90.0,780
33,2,2,3,1,-1,5150,24,furniture/equipment,2,214.58333333333334,2,564.2546583850949,498
30,1,2,3,3,-1,960,15,furniture/equipment,2,64.0,2,210.0,580
65,1,0,3,1,-1,1098,18,radio/TV,4,61.0,2,4524.085784579713,386
26,1,2,3,-1,2,1715,30,radio/TV,2,57.166666666666664,3,360.0,513
44,2,3,1,1,1,3384,6,furniture/equipment,3,564.0,1,10911.77547865664,340
23,2,0,3,-1,2,14555,6,car,1,2425.8333333333335,3,16435.34008902744,300
23,1,2,1,1,-1,2146,10,furniture/equipment,1,214.6,2,980.8920345670026,467
42,2,2,3,-1,2,2427,18,business,3,134.83333333333334,3,315.3263464376073,516
59,2,2,3,1,1,1364,9,radio/TV,4,151.55555555555554,1,874.437917121711,474
37,2,2,1,1,1,3676,6,car,2,612.6666666666666,1,6253.377329192546,374
33,2,2,1,1,3,2319,21,education,2,110.42857142857143,1,90.0,780
38,2,2,3,1,-1,1924,10,radio/TV,2,192.4,2,240.0,568
26,1,3,1,-1,-1,5433,24,car,2,226.375,4,2076.0093167701893,404
24,1,1,1,-1,-1,4811,30,car,1,160.36666666666667,4,780.6910223390901,481
28,1,3,1,1,1,2606,21,radio/TV,2,124.0952380952381,1,120.0,700
31,2,1,3,1,-1,1546,10,car,2,154.6,2,240.0,568
37,1,2,3,1,2,3612,18,furniture/equipment,2,200.66666666666666,1,90.0,780
23,1,1,1,1,1,6229,36,furniture/equipment,1,173.02777777777777,1,135.24386123519466,689
27,2,2,3,2,2,4576,45,car,2,101.68888888888888,1,60.0,820
22,1,2,3,2,1,741,12,domestic appliances,1,61.75,1,90.05280700754923,719
64,2,1,3,-1,-1,3832,9,education,4,425.77777777777777,4,16435.34008902744,300
42,2,2,3,1,1,3446,36,furniture/equipment,3,95.72222222222223,1,90.06940913824174,719
24,2,1,3,1,1,1747,24,furniture/equipment,1,72.79166666666667,1,90.05725842682423,719
51,1,2,3,2,-1,682,12,car,3,56.833333333333336,2,240.10208025074405,568
68,2,2,1,-1,-1,6761,18,car,4,375.6111111111111,4,16435.34008902744,300
36,2,3,3,4,2,2366,12,car,2,197.16666666666666,1,15.0,880
20,1,2,1,4,-1,2221,15,furniture/equipment,1,148.06666666666666,2,240.2692385995546,568
23,2,1,1,4,-1,660,6,repairs,1,110.0,2,210.15995306234174,579
22,2,2,3,1,-1,1478,9,radio/TV,1,164.22222222222223,2,240.37918101882042,568
48,1,1,2,2,3,1240,10,car,3,124.0,1,75.09401090562555,799
43,2,2,3,-1,-1,4042,24,car,3,168.41666666666666,4,600.8482904100952,495
29,1,2,3,1,1,3959,15,car,2,263.93333333333334,1,1007.3773291925474,465
29,2,3,1,2,2,9034,36,furniture/equipment,2,250.94444444444446,1,782.5439958592142,481
42,2,1,3,1,-1,1503,4,radio/TV,3,375.75,2,10558.596537934103,342
26,1,2,1,1,-1,1388,9,furniture/equipment,2,154.22222222222223,2,330.0,515
26,2,2,3,1,3,1925,24,furniture/equipment,2,80.20833333333333,1,60.0,820
22,1,1,3,1,1,806,15,business,1,53.733333333333334,1,105.04998561161656,709
24,2,1,1,1,1,1546,24,radio/TV,1,64.41666666666667,1,120.05381746203028,699
26,2,2,3,1,1,8229,36,car,2,228.58333333333334,1,462.12732919254745,505
35,2,2,3,2,-1,4151,24,furniture/equipment,2,172.95833333333334,2,210.0,580
22,2,2,2,1,1,3149,24,furniture/equipment,1,131.20833333333334,1,105.10334855329077,709
33,2,2,3,1,2,6403,24,radio/TV,2,266.7916666666667,1,1020.2523291925477,464
26,2,2,3,1,3,4210,36,radio/TV,2,116.94444444444444,1,60.0,820
32,1,2,3,1,-1,4611,6,furniture/equipment,2,768.5,2,16435.34008902744,300
32,1,3,3,1,2,18424,48,vacation/others,2,383.8333333333333,1,2775.877329192547,399
55,2,2,3,1,1,6872,24,furniture/equipment,4,286.3333333333333,1,3805.8586384726523,392
29,2,2,3,1,2,2629,20,vacation/others,2,131.45,1,75.0,800
25,2,2,3,1,1,2136,9,furniture/equipment,2,237.33333333333334,1,593.3773291925474,495
33,2,2,3,1,-1,6070,18,radio/TV,2,337.22222222222223,2,4243.421325051761,389
26,1,2,1,-1,1,2812,24,car,2,117.16666666666667,3,495.0,503
20,2,2,3,-1,1,2996,24,furniture/equipment,1,124.83333333333333,3,360.2850097121669,513
30,2,2,3,1,-1,1224,9,car,2,136.0,2,240.0,568
29,1,1,1,1,1,1659,24,radio/TV,2,69.125,1,135.0,690
27,2,2,3,-1,3,1347,10,radio/TV,2,134.7,3,270.0,557
34,2,3,3,1,2,1860,12,car,2,155.0,1,60.0,820
34,2,2,3,1,-1,1950,18,business,2,108.33333333333333,2,240.0,568
30,2,3,3,-1,1,14179,39,furniture/equipment,2,363.56410256410254,3,7505.516602962256,365
32,2,3,3,1,1,1880,18,radio/TV,2,104.44444444444444,1,75.0,800
22,1,1,1,1,-1,1258,12,furniture/equipment,1,104.83333333333333,2,330.15160084723533,515
30,1,2,3,2,-1,1864,18,education,2,103.55555555555556,2,240.0,568
23,1,2,3,1,1,1498,12,radio/TV,1,124.83333333333333,1,105.09500323738898,709
26,2,3,3,4,-1,3235,24,radio/TV,2,134.79166666666666,2,120.0,700
40,2,1,3,1,2,1155,12,radio/TV,3,96.25,1,75.0697498131862,799
60,2,2,3,3,-1,1940,24,car,4,80.83333333333333,2,3869.2213509413014,391
22,1,2,3,1,2,1670,9,radio/TV,1,185.55555555555554,1,90.41134205927733,719
26,2,2,1,2,-1,3577,9,car,2,397.44444444444446,2,6080.087991718428,375
34,1,2,3,1,-1,1493,12,radio/TV,2,124.41666666666667,2,270.0,557
75,2,3,2,1,1,6615,24,car,4,275.625,1,3324.091897145573,395
44,2,2,3,2,2,1804,12,car,3,150.33333333333334,1,60.14032805971482,819
48,2,2,3,-1,-1,5190,27,repairs,3,192.22222222222223,4,602.5919668229195,495
23,1,1,3,1,2,3573,12,radio/TV,1,297.75,1,2909.3344644538092,398
61,2,3,2,1,2,1953,36,business,4,54.25,1,2318.2739239684943,403
25,1,2,1,1,1,1882,18,radio/TV,2,104.55555555555556,1,135.0,690
24,2,2,2,1,1,4605,48,car,1,95.9375,1,105.06954769509626,709
30,1,2,3,1,2,918,9,furniture/equipment,2,102.0,1,90.0,780
23,2,2,1,1,2,1534,12,radio/TV,1,127.83333333333333,1,105.09875593429548,709
28,2,2,3,1,-1,2284,24,radio/TV,2,95.16666666666667,2,240.0,568
24,2,2,3,1,-1,1800,18,radio/TV,1,100.0,2,240.1445403444528,568
32,2,2,3,-1,-1,7238,48,radio/TV,2,150.79166666666666,4,600.0,495
47,2,2,2,2,2,12612,36,education,3,350.3333333333333,1,4471.805831898004,387
25,2,2,3,-1,1,8072,30,business,2,269.06666666666666,3,3298.1319875776417,395
31,2,1,3,1,1,3108,30,furniture/equipment,2,103.6,1,90.0,780
46,2,2,2,1,1,3931,48,car,3,81.89583333333333,1,105.06153540051294,709
49,1,2,3,1,2,1092,12,radio/TV,3,91.0,1,90.06650288543938,719
24,1,2,1,1,1,4308,48,business,1,89.75,1,135.06577387420828,689
21,2,2,3,1,-1,15653,60,radio/TV,1,260.8833333333333,2,3666.771954614761,393
23,1,3,1,1,2,11560,24,car,1,481.6666666666667,1,8441.78164721718,358
38,1,2,3,1,-1,1533,24,radio/TV,2,63.875,2,270.0,557
36,2,2,3,1,-1,1542,12,business,2,128.5,2,240.0,568
31,2,2,3,4,-1,3430,24,radio/TV,2,142.91666666666666,2,150.0,680
26,1,2,3,4,-1,1386,12,car,2,115.5,2,180.0,660
38,2,1,3,1,2,1308,15,repairs,2,87.2,1,75.0,800
24,2,1,3,1,1,2214,12,radio/TV,1,184.5,1,90.38884670926828,719
63,2,2,3,1,1,6836,60,business,4,113.93333333333334,1,1438.290430814491,433
21,1,2,3,-1,-1,886,12,radio/TV,1,73.83333333333333,4,660.2308696851861,490
25,1,2,3,-1,2,2991,30,radio/TV,2,99.7,3,360.0,513
31,2,3,3,-1,-1,8947,36,car,2,248.52777777777777,4,3225.175983436856,396
36,2,2,3,-1,2,2181,30,car,2,72.7,3,315.0,540
44,2,2,3,-1,-1,3485,20,car,3,174.25,4,601.0158021659469,495
68,2,0,2,1,2,1175,16,car,4,73.4375,1,2030.5204876000248,405
33,2,2,3,1,2,1414,8,radio/TV,2,176.75,1,75.0,800
30,2,3,3,4,-1,2333,30,radio/TV,2,77.76666666666667,2,120.0,700
62,1,2,2,1,-1,3757,24,car,4,156.54166666666666,2,1719.53479089442,407
27,2,2,3,3,-1,8613,27,car,2,319.0,2,3636.7546583850944,393
28,2,2,3,-1,2,1887,18,business,2,104.83333333333333,3,315.0,540
34,2,1,3,1,1,11998,30,repairs,2,399.93333333333334,1,3032.377329192547,397
50,2,2,1,4,-1,1236,6,car,3,206.0,2,349.9406161646489,513
21,1,2,1,1,-1,2570,27,car,1,95.18518518518519,2,330.1381317710893,515
35,2,3,3,1,2,1050,6,furniture/equipment,2,175.0,1,60.0,820
34,1,2,3,1,-1,4454,36,radio/TV,2,123.72222222222223,2,270.0,557
37,1,2,3,1,-1,3380,4,car,2,845.0,2,16435.34008902744,300
28,1,2,3,1,-1,1817,18,furniture/equipment,2,100.94444444444444,2,270.0,557
48,2,2,3,1,-1,2134,9,car,3,237.11111111111111,2,2240.6258426663067,403
63,2,2,3,1,1,2957,24,car,4,123.20833333333333,1,1299.242282410874,443
46,2,2,3,1,-1,2611,24,radio/TV,3,108.79166666666667,2,240.15791832481,568
47,2,2,2,1,-1,1984,18,furniture/equipment,3,110.22222222222223,2,270.1603329885894,557
54,2,2,3,3,2,1318,12,car,3,109.83333333333333,1,45.07983464856899,839
44,1,3,2,1,2,12579,24,car,3,524.125,1,9700.528070209955,349
43,2,2,1,1,1,2625,16,car,3,164.0625,1,120.18882822246304,699
45,2,3,3,1,1,8978,14,car,3,641.2857142857143,1,13200.34322936538,323
30,2,2,1,1,-1,1740,6,radio/TV,2,290.0,2,2886.7546583850944,398
31,2,1,3,1,2,1521,10,furniture/equipment,2,152.1,1,75.0,800
34,2,1,3,1,3,2864,18,furniture/equipment,2,159.11111111111111,1,60.0,820
33,1,1,1,-1,-1,2186,15,furniture/equipment,2,145.73333333333332,4,780.0,482
54,2,3,3,3,-1,4591,24,business,3,191.29166666666666,2,151.1996954713791,679
48,1,1,1,1,2,1795,18,radio/TV,3,99.72222222222223,1,120.07207724946213,699
27,2,2,3,1,-1,8648,24,business,2,360.3333333333333,2,4936.754658385094,383
20,1,1,1,1,2,2718,24,car,1,113.25,1,120.08284765615493,699
43,2,1,3,1,-1,7393,24,car,3,308.0416666666667,2,6496.15317514047,372
40,2,3,3,-1,1,1358,24,vacation/others,3,56.583333333333336,3,315.15286031213805,540
23,2,2,2,1,1,1845,45,radio/TV,1,41.0,1,105.0460754808148,709
29,1,2,3,1,-1,518,6,radio/TV,2,86.33333333333333,2,270.0,557
35,1,2,3,3,-1,1592,12,furniture/equipment,2,132.66666666666666,2,210.0,580
37,2,3,3,4,-1,12749,48,radio/TV,2,265.6041666666667,2,1974.8796583850954,405
46,2,2,2,4,-1,727,10,education,3,72.7,2,180.11443676907675,591
42,2,3,3,1,-1,10366,60,car,3,172.76666666666668,2,210.48361764027538,579
28,2,2,3,1,-1,9572,36,business,2,265.8888888888889,2,2103.4213250517623,404
35,2,2,1,2,-1,1204,6,car,2,200.66666666666666,2,270.0,557
46,2,2,3,1,3,1343,6,car,3,223.83333333333334,1,662.1283328789095,490
42,1,2,3,-1,2,5084,24,radio/TV,3,211.83333333333334,3,1088.0453951238235,459
40,2,1,3,1,1,701,12,radio/TV,3,58.416666666666664,1,90.05159607365698,719
49,2,2,3,1,2,8386,30,furniture/equipment,3,279.53333333333336,1,2347.8536528802824,402
31,2,2,1,1,1,3161,24,business,2,131.70833333333334,1,120.0,700
66,2,0,2,4,3,1480,12,car,4,123.33333333333333,1,1222.3684391235765,449
67,1,2,3,1,2,3872,18,repairs,4,215.11111111111111,1,605.3841790280333,494
63,2,2,3,-1,-1,7596,30,car,4,253.2,4,9501.381791091311,350
45,2,2,2,1,1,7882,42,furniture/equipment,3,187.66666666666666,1,105.46515426462042,709
36,2,2,3,3,3,1275,24,business,2,53.125,1,30.0,860
64,1,2,3,1,2,753,6,radio/TV,4,125.5,1,1264.8890755267591,445
